EntityKey,EntityLabel,ParentEntityKey,ParentEntityLabel,EntityName,EntityDescription,EntityType,StartDate,EndDate,Status,,,
781,10106019,40,Massachusetts,Contoso Worcester No.1 Store,Contoso Worcester No.1 Store,Store,2000-04-04,NULL,Current,,,
782,10106020,40,Massachusetts,Contoso Worcester No.2 Store,Contoso Worcester No.2 Store,Store,2000-04-05,NULL,Current,,,
783,10106013,40,Massachusetts,Contoso New Bedford Store,Contoso New Bedford Store,Store,2000-04-07,NULL,Current,,,
784,10106001,40,Massachusetts,Contoso Attleboro Store,Contoso Attleboro Store,Store,2000-04-09,NULL,Current,,,
785,10106010,40,Massachusetts,Contoso Lowell Store,Contoso Lowell Store,Store,2000-04-10,NULL,Current,,,
786,10106009,40,Massachusetts,Contoso Leominster Store,Contoso Leominster Store,Store,2001-01-05,NULL,Current,,,
787,10106007,40,Massachusetts,Contoso Hingham Store,Contoso Hingham Store,Store,2001-01-06,NULL,Current,,,
788,10106017,40,Massachusetts,Contoso Quincy Store,Contoso Quincy Store,Store,2001-01-23,NULL,Current,,,
789,10106005,40,Massachusetts,Contoso Framingham Store,Contoso Framingham Store,Store,2001-01-25,NULL,Current,,,
790,10106003,40,Massachusetts,Contoso Cambridge Store,Contoso Cambridge Store,Store,2001-01-30,NULL,Current,,,
791,10106018,40,Massachusetts,Contoso Somerville Store,Contoso Somerville Store,Store,2001-02-04,NULL,Current,,,
792,10106006,40,Massachusetts,Contoso Haverhill Store,Contoso Haverhill Store,Store,2001-02-07,NULL,Current,,,
793,10106011,40,Massachusetts,Contoso Lynn Store,Contoso Lynn Store,Store,2001-02-18,NULL,Current,,,
794,10106014,40,Massachusetts,Contoso Northampton Store,Contoso Northampton Store,Store,2001-03-10,NULL,Current,,,
795,10106008,40,Massachusetts,Contoso Holyoke Store,Contoso Holyoke Store,Store,2001-03-17,NULL,Current,,,
796,10106015,40,Massachusetts,Contoso Pittsfield Store,Contoso Pittsfield Store,Store,2001-03-18,NULL,Current,,,
797,10106004,40,Massachusetts,Contoso Falmouth Store,Contoso Falmouth Store,Store,2001-03-28,NULL,Current,,,
798,10106016,40,Massachusetts,Contoso Provincetown Store,Contoso Provincetown Store,Store,2001-08-31,NULL,Current,,,
799,10106012,40,Massachusetts,Contoso Nantucket Store,Contoso Nantucket Store,Store,2002-08-16,NULL,Current,,,
800,10104001,41,Maine,Contoso Bangor Store,Contoso Bangor Store,Store,2001-07-01,NULL,Current,,,
801,10104002,41,Maine,Contoso Bar Harbor Store,Contoso Bar Harbor Store,Store,2001-07-01,NULL,Current,,,
802,10104003,41,Maine,Contoso Kennebunkport Store,Contoso Kennebunkport Store,Store,2001-07-01,NULL,Current,,,
803,10104004,41,Maine,Contoso Lewiston Store,Contoso Lewiston Store,Store,2001-07-01,NULL,Current,,,
804,10104005,41,Maine,Contoso Orono Store,Contoso Orono Store,Store,2001-07-01,NULL,Current,,,
805,10104006,41,Maine,Contoso South Portland Store,Contoso South Portland Store,Store,2001-07-01,NULL,Current,,,
806,10102003,42,Connecticut,Contoso Hartford Store,Contoso Hartford Store,Store,2001-07-01,NULL,Current,,,
807,10102001,42,Connecticut,Contoso Bridgeport Store,Contoso Bridgeport Store,Store,2001-07-01,NULL,Current,,,
808,10102008,42,Connecticut,Contoso Waterbury Store,Contoso Waterbury Store,Store,2001-07-01,NULL,Current,,,
809,10102007,42,Connecticut,Contoso Old Saybrook Store,Contoso Old Saybrook Store,Store,2002-05-18,NULL,Current,,,
810,10102002,42,Connecticut,Contoso Darien Store,Contoso Darien Store,Store,2002-07-01,NULL,Current,,,
811,10102005,42,Connecticut,Contoso New Haven Store,Contoso New Haven Store,Store,2002-07-01,NULL,Current,,,
812,10102004,42,Connecticut,Contoso Litchfield County Store,Contoso Litchfield County Store,Store,2002-11-01,NULL,Current,,,
813,10102006,42,Connecticut,Contoso New London Store,Contoso New London Store,Store,2003-04-15,NULL,Current,,,
814,10111006,43,Virginia,Contoso Norfolk Store,Contoso Norfolk Store,Store,2003-07-01,NULL,Current,,,
815,10111008,43,Virginia,Contoso Virginia Beach Store,Contoso Virginia Beach Store,Store,2003-07-01,NULL,Current,,,
816,10111009,43,Virginia,Contoso Winchester Store,Contoso Winchester Store,Store,2002-11-01,NULL,Current,,,
817,10114001,54,Alaska,Contoso Anchorage Store,Contoso Anchorage Store,Store,2003-04-15,NULL,Current,,,
818,10111001,43,Virginia,Contoso Alexandria Store,Contoso Alexandria Store,Store,2003-07-01,NULL,Current,,,
819,10111007,43,Virginia,Contoso Roanoke Store,Contoso Roanoke Store,Store,2003-07-01,NULL,Current,,,
820,10111003,43,Virginia,Contoso Charlottesville Store,Contoso Charlottesville Store,Store,2002-11-01,NULL,Current,,,
821,10111004,43,Virginia,Contoso Fredericksburg Store,Contoso Fredericksburg Store,Store,2003-04-15,NULL,Current,,,
822,10111005,43,Virginia,Contoso Martinsville Store,Contoso Martinsville Store,Store,2003-07-01,NULL,Current,,,
823,10109002,44,South Carolina,Contoso Greenville Store,Contoso Greenville Store,Store,2003-07-01,NULL,Current,,,
824,10109001,44,South Carolina,Contoso Charleston Store,Contoso Charleston Store,Store,2002-11-01,NULL,Current,,,
825,10105001,45,Maryland,Contoso Annapolis Store,Contoso Annapolis Store,Store,2003-04-15,NULL,Current,,,
826,10105003,45,Maryland,Contoso Baltimore Store,Contoso Baltimore Store,Store,2003-07-01,NULL,Current,,,
827,10105004,45,Maryland,Contoso Howard Store,Contoso Howard Store,Store,2003-07-01,NULL,Current,,,
828,10105008,45,Maryland,Contoso Ridgely Store,Contoso Ridgely Store,Store,2002-11-01,NULL,Current,,,
829,10105007,45,Maryland,Contoso Queen Anne's County Store,Contoso Queen Anne's County Store,Store,2003-04-15,NULL,Current,,,
830,10105006,45,Maryland,Contoso Parkville Store,Contoso Parkville Store,Store,2003-07-01,NULL,Current,,,
831,10105002,45,Maryland,Contoso Back River Store,Contoso Back River Store,Store,2003-07-01,NULL,Current,,,
832,10105005,45,Maryland,Contoso North Harford Store,Contoso North Harford Store,Store,2002-11-01,NULL,Current,,,
833,21501008,46,England ,Contoso London Store,Contoso London Store,Store,2003-04-15,NULL,Current,,,
834,21502001,47,Scotland,Contoso Edinburgh Store,Contoso Edinburgh Store,Store,2003-07-01,NULL,Current,,,
835,21502002,47,Scotland,Contoso Glasgow Store,Contoso Glasgow Store,Store,2003-07-01,NULL,Current,,,
836,21501012,46,England ,Contoso York Store,Contoso York Store,Store,2002-11-01,NULL,Current,,,
837,21501002,46,England ,Contoso Carlisle Store,Contoso Carlisle Store,Store,2003-04-15,NULL,Current,,,
838,21501009,46,England ,Contoso Manchester Store,Contoso Manchester Store,Store,2003-07-01,NULL,Current,,,
839,21501005,46,England ,Contoso Lancashire Store,Contoso Lancashire Store,Store,2003-07-01,NULL,Current,,,
840,21501011,46,England ,Contoso West Yorkshire Store,Contoso West Yorkshire Store,Store,2002-11-01,NULL,Current,,,
841,21501001,46,England ,Contoso Baildon Store,Contoso Baildon Store,Store,2003-04-15,NULL,Current,,,
842,21501003,46,England ,Contoso Cheshire Store,Contoso Cheshire Store,Store,2003-07-01,NULL,Current,,,
843,21501010,46,England ,Contoso Stockport Store,Contoso Stockport Store,Store,2003-07-01,NULL,Current,,,
844,21501007,46,England ,Contoso Liverpool Store,Contoso Liverpool Store,Store,2002-11-01,NULL,Current,,,
845,21501004,46,England ,Contoso Knotty Ash Store,Contoso Knotty Ash Store,Store,2003-04-15,NULL,Current,,,
846,21501006,46,England ,Contoso Leeds Store,Contoso Leeds Store,Store,2003-07-01,NULL,Current,,,
847,20303001,571,Ile-del-France,Contoso Paris Store,Contoso Paris Store,Store,2003-07-01,NULL,Current,,,
848,31001001,607,Singapore,Contoso Singapore Store,Contoso Singapore Store,Store,2002-11-01,NULL,Current,,,
849,30304001,49,Shanghai,Contoso Shanghai No.1 Store,Contoso Shanghai No.1 Store,Store,2003-04-15,NULL,Current,,,
850,30305001,48,Xinjiang,Contoso Urumqi Store,Contoso Urumqi Store,Store,2003-07-01,NULL,Current,,,
851,30301001,50,Beijing,Contoso Beijing Store,Contoso Beijing Store,Store,2003-07-01,NULL,Current,,,
852,30302001,51,Guangdong,Contoso Guangzhou Store,Contoso Guangzhou Store,Store,2002-11-01,NULL,Current,,,
853,30304002,49,Shanghai,Contoso Shanghai No.2 Store,Contoso Shanghai No.2 Store,Store,2003-04-15,NULL,Current,,,
854,20306001,572,Provence-Alpes-Cote d'Azur,Contoso Marseille Store,Contoso Marseille Store,Store,2003-07-01,NULL,Current,,,
855,20307001,573,Rhone-Alpes ,Contoso Lyon Store,Contoso Lyon Store,Store,2003-07-01,NULL,Current,,,
856,20304001,574,Midi-Pyrenees,Contoso Toulouse Store,Contoso Toulouse Store,Store,2002-11-01,NULL,Current,,,
857,20301001,575,Provence-Alpes-Côte d'Azur,Contoso Nice Store,Contoso Nice Store,Store,2003-04-15,NULL,Current,,,
858,20305001,576,Pays de la Loire,Contoso Nantes Store,Contoso Nantes Store,Store,2003-07-01,NULL,Current,,,
859,20302001,577,Alsace,Contoso Strasbourg Store,Contoso Strasbourg Store,Store,2003-07-01,NULL,Current,,,
860,20805001,578,Roma,Contoso Roma Store,Contoso Roma Store,Store,2002-11-01,NULL,Current,,,
861,20806001,579,Venice,Contoso Venezia Store,Contoso Venezia Store,Store,2003-04-15,NULL,Current,,,
862,20803001,580,Province of Florence,Contoso Firenze Store,Contoso Firenze Store,Store,2003-07-01,NULL,Current,,,
863,20804001,581,Province of Turin,Contoso Torino Store,Contoso Torino Store,Store,2003-07-01,NULL,Current,,,
864,20802001,582,Lombardy,Contoso Milan Store,Contoso Milan Store,Store,2002-11-01,NULL,Current,,,
865,20801001,37,Florida,Contoso Naples Store,Contoso Naples Store,Store,2003-04-15,NULL,Current,,,
866,20403001,584,Berlin,Contoso Berlin Store,Contoso Berlin Store,Store,2003-07-01,NULL,Current,,,
868,20406001,590,Nordrhein-Westfalen,Contoso koln No.2 Store,Contoso koln No.2 Store,Store,2002-11-01,NULL,Current,,,
869,20404001,587,Hesse,Contoso Hofheim Store,Contoso Hofheim Store,Store,2003-04-15,NULL,Current,,,
870,20407001,590,North Rhine-Westphalia,Contoso koln No.1 Store,Contoso koln No.1 Store,Store,2003-07-01,NULL,Current,,,
871,20408002,592,Rhineland-Palatinate,Contoso Landstuhl Store,Contoso Landstuhl Store,Store,2003-07-01,NULL,Current,,,
872,20406002,590,Nordrhein-Westfalen,Contoso Dusseldorf Store,Contoso Dusseldorf Store,Store,2002-11-01,NULL,Current,,,
873,20408003,592,Rhineland-Palatinate,Contoso Ramstein Store,Contoso Ramstein Store,Store,2003-04-15,NULL,Current,,,
874,20408001,592,Rhineland-Palatinate,Contoso Baumholder Store,Contoso Baumholder Store,Store,2003-07-01,NULL,Current,,,
875,20401001,594,Bavaria,Contoso Giebelstadt Store,Contoso Giebelstadt Store,Store,2003-07-01,NULL,Current,,,
876,20401002,594,Bavaria,Contoso obamberg Store,Contoso obamberg Store,Store,2002-11-01,NULL,Current,,,
877,20402001,594,Bavaria,Contoso Munich Store,Contoso Munich Store,Store,2003-04-15,NULL,Current,,,
878,20601001,596,North Holland,Contoso Amsterdam Store,Contoso Amsterdam Store,Store,2003-07-01,NULL,Current,,,
879,20201001,597,Copenhagen,Contoso Copenhagen Store,Contoso Copenhagen Store,Store,2003-07-01,NULL,Current,,,
880,21401001,598,Stockholm,Contoso Stockholm Store,Contoso Stockholm Store,Store,2002-11-01,NULL,Current,,,
881,21301001,599,Madrid,Contoso Madrid Store,Contoso Madrid Store,Store,2003-04-15,NULL,Current,,,
882,21201001,600,Ljubljana,Contoso Ljubljana Store,Contoso Ljubljana Store,Store,2003-07-01,NULL,Current,,,
883,21101001,601,Bucharest,Contoso Bucharest Store,Contoso Bucharest Store,Store,2003-07-01,NULL,Current,,,
884,20101001,602,Bern,Contoso Berne Store,Contoso Berne Store,Store,2002-11-01,NULL,Current,,,
885,21001001,603,Warszawa,Contoso Warsaw Store,Contoso Warsaw Store,Store,2003-04-15,NULL,Current,,,
886,20901001,604,Valletta,Contoso Valletta Store,Contoso Valletta Store,Store,2003-07-01,NULL,Current,,,
887,20701001,605,Leinster,Contoso Dublin Store,Contoso Dublin Store,Store,2003-07-01,NULL,Current,,,
888,20501001,606,Central Greece and Evvoia,Contoso Athens Store,Contoso Athens Store,Store,2002-11-01,NULL,Current,,,
889,30103001,633,Australian Capital Territory,Contoso Canberra Store,Contoso Canberra Store,Store,2002-11-01,NULL,Current,,,
890,30102001,632,New South Wales,Contoso Sydney No.1 Store,Contoso Sydney No.1 Store,Store,2003-04-15,NULL,Current,,,
891,30101001,631,Armenia,Contoso Yerevan Store,Contoso Yerevan Store,Store,2003-07-01,NULL,Current,,,
892,30402001,608,National Capital Territory of Delhi,Contoso New Delhi Store,Contoso New Delhi Store,Store,2003-07-01,NULL,Current,,,
893,30401001,609,Maharashtra,Contoso Mumbai Store,Contoso Mumbai Store,Store,2002-11-01,NULL,Current,,,
894,30403001,610,West Bengal,Contoso Kolkata Store,Contoso Kolkata Store,Store,2003-04-15,NULL,Current,,,
895,30201001,611,Thimphu District,Contoso Thimphu No.1 Store,Contoso Thimphu No.1 Store,Store,2003-07-01,NULL,Current,,,
896,30303001,612,Hong Kong,Contoso Hong Kong No.1 Store,Contoso Hong Kong No.1 Store,Store,2003-07-01,NULL,Current,,,
897,30501001,613,Tehran,Contoso Tehran No.1 Store,Contoso Tehran No.1 Store,Store,2002-11-01,NULL,Current,,,
898,31201001,614,Damascus,Contoso Damascus No.1 Store,Contoso Damascus No.1 Store,Store,2003-04-15,NULL,Current,,,
899,31301001,615,Bangkok,Contoso Bangkok No.1 Store,Contoso Bangkok No.1 Store,Store,2003-07-01,NULL,Current,,,
900,21701001,616,Central Federal District,Contoso Moscow  No.1 Store,Contoso Moscow  No.1 Store,Store,2003-07-01,NULL,Current,,,
901,31401001,617,Ahal Province,Contoso Ashgabat No.1 Store,Contoso Ashgabat No.1 Store,Store,2002-11-01,NULL,Current,,,
902,30801001,618,Islamabad Capital Territory,Contoso Islamabad No.1 Store,Contoso Islamabad No.1 Store,Store,2003-04-15,NULL,Current,,,
904,30604001,620,Kanto,Contoso Tokyo No.1 Store,Contoso Tokyo No.1 Store,Store,2003-07-01,NULL,Current,,,
905,30604002,620,Kanto,Contoso Tokyo No.2 Store,Contoso Tokyo No.2 Store,Store,2002-11-01,NULL,Current,,,
906,30604003,620,Kanto,Contoso Yokohama Store,Contoso Yokohama Store,Store,2003-04-15,NULL,Current,,,
907,30603001,626,Kansai,Contoso Osaka No.1 Store,Contoso Osaka No.1 Store,Store,2003-07-01,NULL,Current,,,
908,30601001,627,Chubu,Contoso Nagoya Store,Contoso Nagoya Store,Store,2003-07-01,NULL,Current,,,
909,30602001,625,Hokkaido,Contoso Sapporo Store,Contoso Sapporo Store,Store,2002-11-01,NULL,Current,,,
910,30603002,626,Kansai,Contoso Kyoto Store,Contoso Kyoto Store,Store,2003-04-15,NULL,Current,,,
911,31101001,628,Seoul,Contoso Seoul Store,Contoso Seoul Store,Store,2003-07-01,NULL,Current,,,
912,31102001,629,Busan,Contoso Busan Store,Contoso Busan Store,Store,2003-07-01,NULL,Current,,,
913,31301003,630,Chui Province,Contoso Bishkek Store,Contoso Bishkek Store,Store,2002-11-01,NULL,Current,,,
914,10201001,60,Ontario,Contoso Ottawa No.1 Store,Contoso Ottawa No.1 Store,Store,2002-11-01,NULL,Current,,,
915,10201002,60,Ontario,Contoso Ottawa No.2 Store,Contoso Ottawa No.2 Store,Store,2002-11-01,NULL,Current,,,
916,10201003,60,Ontario,Contoso Toronto No.1 Store,Contoso Toronto No.1 Store,Store,2002-11-01,NULL,Current,,,
917,10201004,60,Ontario,Contoso Toronto No.2 Store,Contoso Toronto No.2 Store,Store,2002-11-01,NULL,Current,,,
918,10201005,60,Ontario,Contoso Toronto No.3 Store,Contoso Toronto No.3 Store,Store,2002-11-01,NULL,Current,,,
919,10202001,61,Quebec,Contoso Montreal No.1 Store,Contoso Montreal No.1 Store,Store,2002-11-01,NULL,Current,,,
920,10202002,61,Quebec,Contoso Montreal No.2 Store,Contoso Montreal No.2 Store,Store,2002-11-01,NULL,Current,,,
921,10203001,62,British Columbia,Contoso Vancouver  No.1 Store,Contoso Vancouver  No.1 Store,Store,2002-11-01,NULL,Current,,,
922,10203002,62,British Columbia,Contoso Vancouver  No.2 Store,Contoso Vancouver  No.2 Store,Store,2002-11-01,NULL,Current,,,
923,10204001,63,Alberta,Contoso Calgary  Store,Contoso Calgary  Store,Store,2002-11-01,NULL,Current,,,
924,30201002,611,Thimphu District,Contoso Thimphu No.2 Store,Contoso Thimphu No.2 Store,Store,2003-07-01,NULL,Current,,,
925,30303002,612,Hong Kong,Contoso Hong Kong No.2 Store,Contoso Hong Kong No.2 Store,Store,2003-07-01,NULL,Current,,,
926,30501002,613,Tehran,Contoso Tehran No.2 Store,Contoso Tehran No.2 Store,Store,2003-07-01,NULL,Current,,,
927,31201002,614,Damascus,Contoso Damascus No.2 Store,Contoso Damascus No.2 Store,Store,2003-07-01,NULL,Current,,,
928,31301002,615,Bangkok,Contoso Bangkok No.2 Store,Contoso Bangkok No.2 Store,Store,2003-07-01,NULL,Current,,,
929,30901002,616,Central Federal District,Contoso Moscow  No.2 Store,Contoso Moscow  No.2 Store,Store,2003-07-01,NULL,Current,,,
930,31401002,617,Ahal Province,Contoso Ashgabat  No.2 Store,Contoso Ashgabat  No.2 Store,Store,2003-07-01,NULL,Current,,,
931,30801002,618,Islamabad Capital Territory,Contoso Islamabad  No.2 Store,Contoso Islamabad  No.2 Store,Store,2003-07-01,NULL,Current,,,
932,30102002,632,New South Wales,Contoso Sydney  No.2 Store,Contoso Sydney  No.2 Store,Store,2003-07-01,NULL,Current,,,
933,30603003,626,Kansai,Contoso Osaka No.2 Store,Contoso Osaka No.2 Store,Store,2003-07-01,NULL,Current,,,
934,10112019,33,Washington,Contoso Kennewick Store,Contoso Kennewick Store,Store,2003-07-01,NULL,Current,,,
935,30306001,940,Taiwan,Contoso Taipei  Store,Contoso Taipei  Store,Store,2003-07-01,NULL,Current,,,
936,21601001,938,Lisboa Region,Contoso Lisbon Store,Contoso Lisbon Store,Store,2003-07-01,NULL,Current,,,
937,315,3,Asia,Contoso Taiwan,Contoso Taiwan,Country/Region,2003-07-01,NULL,Current,,,
938,21601,939,Portugal,Contoso Lisboa Region,Contoso Lisboa Region,State,2003-07-01,NULL,Current,,,
939,216,2,Europe,Contoso Portugal,Contoso Portugal,Country/Region,2003-07-01,NULL,Current,,,
940,31501,937,Taiwan,Contoso Taiwan,Contoso Taiwan,State,2003-07-01,NULL,Current,,,
941,21702,27,Russia,Contoso Northwestern,Contoso Northwestern,State,2003-07-01,NULL,Current,,,
942,21702001,941,Northwestern,Contoso Saint Petersburg Store,Contoso Saint Petersburg Store,Store,2003-07-01,NULL,Current,,,
943,21703,27,Russia,Contoso Nizhny Novgorod Oblast,Contoso Nizhny Novgorod Oblast,State,2003-07-01,NULL,Current,,,
944,21703001,943,Nizhny Novgorod Oblast,Contoso Nizhny Novgorod Store,Contoso Nizhny Novgorod Store,Store,2003-07-01,NULL,Current,,,
945,20405,8,Germany,Contoso Europe Online Store,Contoso Europe Online Store,Store,2008-11-01,NULL,Current,,,
946,30306,23,China,Contoso Asia Online Store,Contoso Asia Online Store,Store,2008-11-01,NULL,Current,,,
947,10117,4,United States,Contoso North America Reseller,Contoso North America Reseller,Store,2009-11-01,NULL,Current,,,
948,20308,6,France,Contoso Europe Reseller,Contoso Europe Reseller,Store,2009-11-01,NULL,Current,,,
949,30307,23,China,Contoso Asia Reseller,Contoso Asia Reseller,Store,2009-11-01,NULL,Current,,,
